Sample Id,location,sampling_date_JD,rundate,evaporated(no = 0/ yes = 1) ,bad_filters (no = 0/yes =1),storage_time_days,Li7(LR),Li7(LR)_SD,B11(LR),B11(LR)_SD,Ca43(LR),Ca43(LR)_SD,Rb85(LR),Rb85(LR)_SD,Sr88(LR),Sr88(LR)_SD,In115(LR),In115(LR)_SD,Na23(MR),Na23(MR)_SD,Mg25(MR),Mg25(MR)_SD,Al27(MR),Al27(MR)_SD,Si28(MR),Si28(MR)_SD,P31(MR),P31(MR)_SD,Ca44(MR),Ca44(MR)_SD,Mn55(MR),Mn55(MR)_SD,Fe56(MR),Fe56(MR)_SD,Fe57(MR),Fe57(MR)_SD,Co59(MR),Co59(MR)_SD,Ni60(MR),Ni60(MR)_SD,Cu63(MR),Cu63(MR)_SD,Cu65(MR),Cu65(MR)_SD,Zn64(MR),Zn64(MR)_SD,Zn66(MR),Zn66(MR)_SD,Rb85(MR),Rb85(MR)_SD,Sr88(MR),Sr88(MR)_SD,Mo98(MR),Mo98(MR)_SD,In115(MR),In115(MR)_SD,Ba138(MR),Ba138(MR)_SD,K39(HR),K39(HR)_SD,In115(HR),In115(HR)_SD
1635,3,994.5013889,20110309,0,0,168.4986111,658.12,36.17,1531.94,141.23,1267781.16,19445.98,6.47,0.43,10281.71,465.49,0.00,11.91,445224.57,1184.88,285044.74,5501.29,60.69,1.10,-9999.00,-9999.00,22.72,3.08,1370071.08,45872.01,243.60,5.25,-8.91,1.80,-7.29,2.36,0.41,0.05,32.11,0.00,1.15,0.41,1.50,0.10,65.71,3.60,58.47,4.27,0.00,0.00,10861.59,463.60,0.00,0.00,0.00,1.39,1606.95,117.61,21435.48,81.08,-8.19,1.48
1636,3,995.5013889,20110309,0,0,167.4986111,676.50,40.11,1626.61,208.40,815509.25,12560.48,6.33,0.36,10287.63,276.17,0.00,10.34,443712.80,5639.74,281507.94,2135.08,31.06,4.32,-9999.00,-9999.00,28.15,2.17,844937.00,18318.04,1.46,0.16,0.83,0.24,5.78,2.58,0.11,0.02,11.26,1.07,0.54,0.37,1.05,0.30,25.28,0.72,30.98,1.05,0.00,0.00,10974.65,376.29,0.00,0.00,0.00,12.72,1643.35,64.00,22530.90,643.15,3.17,21.53
1637,3,996.5013889,20110309,0,0,166.4986111,658.64,18.30,1618.80,260.46,704850.77,27742.07,6.53,0.16,10011.03,484.31,0.00,8.15,414770.79,6225.08,275132.30,8695.41,28.57,5.70,-9999.00,-9999.00,25.93,3.42,727937.44,4805.97,4.07,0.13,-2.40,1.72,-1.37,4.60,0.10,0.00,16.13,1.19,1.92,0.87,2.06,0.37,46.05,1.08,42.97,4.44,0.00,0.00,10515.43,222.30,0.00,0.00,0.00,24.60,1495.12,14.42,20480.87,1371.51,-9.93,2.28
1638,3,997.5013889,20110309,0,0,165.4986111,697.86,5.81,1861.94,208.91,721253.69,31847.38,6.60,0.19,10519.61,483.58,0.00,7.40,447616.58,7466.02,271442.10,9983.37,88.07,7.71,-9999.00,-9999.00,28.40,3.66,726233.38,12507.59,2.95,0.18,131.03,2.94,141.60,1.90,0.04,0.02,10.67,0.91,1.19,0.08,2.24,0.41,54.52,8.37,54.81,4.52,0.00,0.00,10581.94,9.36,0.00,0.00,0.00,17.15,1518.23,23.99,21911.81,520.38,-3.56,0.37
1639,3,998.5013889,20110309,0,0,164.4986111,680.56,25.64,1745.34,123.12,764119.80,12309.36,6.77,0.22,10408.74,288.37,0.00,11.02,427788.94,8134.83,273311.08,274.66,40.72,1.03,-9999.00,-9999.00,20.48,0.46,748395.43,9527.97,2.72,0.06,2.68,1.31,7.51,1.01,0.04,0.06,12.65,0.37,1.13,0.08,0.90,0.44,50.79,4.86,47.69,0.25,0.00,0.00,10264.12,418.93,0.00,0.00,0.00,10.60,1382.75,23.11,21325.51,860.01,-7.22,0.32
1640,3,999.5013889,20110309,0,0,163.4986111,691.47,31.93,1600.86,160.92,740369.31,22334.98,6.88,0.25,10863.29,509.69,0.00,9.97,446297.88,18453.61,288931.10,5040.12,118.29,4.95,-9999.00,-9999.00,21.30,3.19,767404.60,4859.73,5.42,0.13,5.15,2.15,9.55,2.01,0.09,0.06,12.77,0.58,-0.06,0.41,1.38,0.17,54.50,5.44,51.25,0.57,0.00,0.00,11218.81,134.59,0.00,0.00,0.00,9.51,1505.53,33.92,21871.03,549.07,5.83,4.38
1641,3,1000.501389,20110309,0,0,162.4986111,640.77,23.80,1631.08,312.08,670591.55,24406.03,6.10,0.33,9554.86,389.54,-13.47,12.68,419135.12,1698.22,263497.91,641.62,80.09,1.00,-9999.00,-9999.00,26.53,0.12,709132.53,7772.91,2.83,0.19,8.64,0.77,17.84,5.49,0.06,0.05,14.15,0.86,0.84,0.13,1.33,0.34,24.55,0.67,25.11,3.70,0.00,0.00,10241.29,424.48,0.00,0.00,0.00,22.77,1428.81,15.23,20825.06,1228.19,1.43,9.09
1642,3,1001.501389,20110309,0,0,161.4986111,678.73,27.43,1617.44,227.52,761338.00,9516.57,6.55,0.28,10358.91,108.65,0.00,9.89,442629.39,8010.17,288814.32,9827.52,49.11,7.45,-9999.00,-9999.00,25.13,6.85,757060.98,3077.40,2.63,0.15,1.60,0.01,5.42,1.01,0.07,0.02,13.25,1.69,1.88,0.12,1.58,0.07,57.54,3.91,58.75,5.24,0.00,0.00,10985.79,461.81,0.00,0.00,0.00,3.41,1528.02,64.73,22100.23,1439.27,-4.02,10.64
1643,3,1002.501389,20110309,0,0,160.4986111,660.82,31.41,1670.26,225.04,684507.71,2920.67,6.51,0.12,10310.61,340.03,0.00,8.99,415379.59,7365.56,271908.63,7090.55,94.23,4.32,-9999.00,-9999.00,27.43,4.78,673388.74,2171.39,6.24,0.11,56.32,3.23,66.05,6.72,0.07,0.00,12.39,1.36,1.04,0.54,1.17,0.82,34.83,0.63,37.05,2.82,0.00,0.00,10022.46,170.48,0.00,0.00,0.00,9.45,1488.28,28.37,20908.59,1348.90,-8.86,11.76
1644,3,1003.501389,20110309,0,0,159.4986111,632.82,20.99,1380.43,104.41,658307.88,13601.06,6.08,0.57,9698.92,353.00,-11.72,9.42,418554.49,8497.58,265226.84,3552.63,1.04,3.39,-9999.00,-9999.00,26.99,7.52,712803.39,18920.44,3.01,0.19,-4.26,2.72,-3.97,4.48,0.07,0.06,12.98,0.58,0.65,0.08,1.12,0.71,52.08,0.41,53.56,1.05,0.00,0.00,10406.54,28.76,0.00,0.00,0.00,10.31,1509.63,16.12,21722.06,130.80,-4.66,0.91
1645,3,1004.501389,20110309,0,0,158.4986111,577.78,22.33,1151.65,262.62,668597.84,29251.72,8.36,0.06,7201.92,442.83,-12.82,5.76,410085.73,5777.82,268049.21,1182.64,160.47,5.39,-9999.00,-9999.00,47.13,0.23,747370.97,21377.26,1.44,0.03,-2.18,2.58,-3.87,2.79,0.32,0.04,22.87,2.64,5.82,0.37,5.89,0.88,227.66,8.51,243.39,11.45,0.00,0.00,8312.98,129.90,0.00,0.00,0.00,37.17,1327.37,20.55,143167.87,3050.01,-15.82,6.11
1646,3,1005.501389,20110309,0,0,157.4986111,611.68,29.68,989.07,266.00,737811.72,25378.85,8.87,0.26,6832.02,283.83,0.00,6.89,362495.57,1425.26,263894.13,1535.49,141.38,14.51,-9999.00,-9999.00,30.97,1.61,744078.66,9817.99,3.49,0.09,-3.71,0.20,-3.55,3.36,0.18,0.02,84.63,2.92,1.86,0.04,2.24,0.31,567.73,9.28,584.54,15.24,0.00,0.00,7081.97,99.22,0.00,0.00,0.00,15.68,1345.22,39.28,140932.73,8941.30,0.79,2.61
1647,3,1006.501389,20110309,0,0,156.4986111,611.28,24.00,1276.79,227.72,491002.79,26612.84,8.55,0.57,8906.60,335.82,-16.18,8.66,429009.03,4930.41,269725.30,4238.71,230.38,1.05,-9999.00,-9999.00,53.97,6.29,538503.16,6506.79,36.21,0.40,0.39,1.07,1.65,1.90,0.21,0.01,23.38,0.91,0.95,0.58,1.70,0.10,257.73,4.59,252.60,9.19,0.00,0.00,9800.45,3.78,0.00,0.00,0.00,2.84,1408.95,17.35,150297.50,658.10,-14.33,17.91
1524,3,955.5,20110310,0,0,208.5,613.26,25.77,1549.67,457.99,753374.44,33720.58,6.60,0.60,8154.57,649.57,-9.64,13.85,429097.46,12376.50,267047.82,10847.18,157.04,13.96,-9999.00,-9999.00,38.67,5.11,769002.35,14660.96,1.63,0.01,2.52,1.48,6.59,2.14,0.20,0.03,10.20,3.99,3.55,1.94,3.70,0.68,198.98,3.01,196.59,16.87,0.00,0.00,8481.48,159.55,0.00,0.00,0.00,44.32,1270.46,108.57,21023.75,3065.69,-17.93,0.55
1525,3,956.5006944,20110310,0,0,207.4993056,662.62,16.78,1530.17,151.01,862083.86,46297.83,6.47,0.51,7166.99,450.21,3.21,11.10,383598.87,17183.09,266714.29,12315.78,123.78,7.35,-9999.00,-9999.00,15.89,2.84,755656.35,1325.52,3.25,0.10,3.21,2.59,1.97,0.55,0.08,0.03,75.08,1.39,0.85,0.38,0.49,1.14,497.41,26.96,569.94,6.97,0.00,0.00,6994.93,14.42,0.00,0.00,0.00,27.40,1327.13,98.62,16756.10,3286.47,-7.95,2.89
1526,3,957.5006944,20110310,0,0,206.4993056,640.26,44.53,1425.01,436.38,852937.17,52341.20,6.64,0.26,7019.03,312.88,2.57,14.86,424847.34,40867.00,288886.86,19494.90,84.72,3.89,-9999.00,-9999.00,18.89,2.37,849448.10,1405.33,3.60,0.11,-1.35,1.22,-1.36,1.57,0.02,0.03,61.87,0.38,2.25,0.88,0.50,0.50,162.86,15.86,157.00,2.86,0.00,0.00,7453.23,66.04,0.00,0.00,0.00,43.60,1290.75,69.15,27639.90,21.90,-17.14,20.12
1527,3,958.5,20110310,0,0,205.5,614.59,30.15,1312.89,386.08,791458.49,93474.76,6.19,0.86,7888.71,597.91,-7.41,17.17,442412.63,3197.51,279182.39,15845.82,77.92,2.51,-9999.00,-9999.00,33.98,0.00,839549.40,26663.55,3.35,0.36,4.30,2.36,6.51,3.94,0.06,0.01,43.03,1.39,2.92,0.42,1.54,0.29,97.13,1.83,90.94,3.43,0.00,0.00,8239.80,425.48,0.00,0.00,0.00,28.88,1474.24,31.18,18796.25,3722.73,-19.80,24.06
1528,3,959.5,20110310,0,0,204.5,656.35,24.30,1594.47,347.92,826928.95,52248.49,6.27,0.19,7977.24,935.49,8.09,15.49,415485.12,13144.58,267094.00,7698.00,55.27,3.63,-9999.00,-9999.00,18.13,2.96,807212.98,27359.27,2.20,0.18,8.77,1.29,8.13,0.55,0.09,0.02,36.08,2.06,0.62,0.63,-0.56,0.28,134.25,0.80,159.55,5.12,0.00,0.00,8123.17,345.68,0.00,0.00,0.00,71.41,1312.04,57.45,20454.22,2544.44,-13.24,14.77
1529,3,960.5,20110310,0,0,203.5,685.10,49.30,1653.58,258.93,858088.53,78128.29,6.79,0.23,8026.00,610.85,10.83,11.33,427311.21,6933.09,263851.58,2680.48,99.09,0.19,-9999.00,-9999.00,22.64,2.49,812988.01,16305.03,2.73,0.10,3.81,0.02,4.40,0.11,0.03,0.02,40.59,0.76,1.06,0.08,-0.08,0.36,89.21,4.08,90.30,0.00,0.00,0.00,7866.05,278.87,0.00,0.00,0.00,19.98,1303.03,35.16,19459.41,1052.79,-15.78,28.45
1530,3,961.5,20110310,0,0,202.5,616.03,60.27,1288.58,346.28,943484.68,73724.57,5.83,0.72,8705.01,552.19,-10.56,15.41,464007.85,12007.94,269835.35,6609.55,107.93,0.09,-9999.00,-9999.00,50.08,9.80,937920.53,38112.54,2.97,0.16,26.82,1.63,29.03,2.28,0.73,0.32,48.75,2.20,8.18,0.30,7.23,1.51,231.88,9.47,207.11,12.36,0.00,0.00,8682.97,339.78,0.00,0.00,16.76,9.12,1337.80,3.13,-14381.91,761.79,-18.15,2.59
1531,3,962.5,20110310,0,0,201.5,631.53,15.63,1445.70,151.30,790651.85,23065.82,6.49,0.36,8326.04,532.64,-5.19,19.38,426847.58,8774.11,268424.60,529.22,89.31,15.29,-9999.00,-9999.00,16.88,2.37,796040.38,1461.06,2.35,0.02,1.97,0.97,2.57,1.68,0.01,0.06,42.83,2.40,0.79,0.04,0.15,0.71,148.46,0.14,146.77,0.84,0.00,0.00,8205.44,463.70,0.00,0.00,0.00,16.65,1343.21,23.42,24334.85,6751.85,-2.67,28.85
1532,3,963.5,20110310,0,0,200.5,619.77,47.74,1679.44,221.16,876316.42,21992.80,6.42,0.38,8253.89,453.73,-4.45,16.35,423869.72,9676.57,272638.97,8026.75,132.55,2.28,-9999.00,-9999.00,15.81,1.55,815990.33,19682.85,2.68,0.18,6.46,1.07,6.42,1.68,0.07,0.06,68.43,3.49,0.67,0.42,0.91,0.64,481.15,1.60,510.39,11.00,0.00,0.00,8042.60,230.15,0.00,0.00,0.00,12.20,1342.72,47.66,21226.27,6187.23,-7.48,0.72
1533,3,964.5,20110310,0,0,199.5,619.06,10.16,1588.49,266.17,817759.34,51796.21,6.33,0.45,8503.51,477.90,-3.71,9.54,435460.87,512.89,279203.05,64.26,126.48,8.89,-9999.00,-9999.00,23.54,2.49,846783.78,21167.83,1.20,0.06,-0.88,0.62,-2.04,0.34,0.01,0.01,31.22,0.63,0.74,0.21,0.93,0.39,185.54,17.50,190.11,0.09,0.00,0.00,8761.13,415.78,0.00,0.00,0.00,41.80,1380.76,38.35,21138.18,588.49,-6.05,1.19
1534,3,965.5,20110310,0,0,198.5,608.09,56.38,1460.01,209.90,817705.62,62815.23,6.92,0.57,8700.85,481.88,-2.97,12.10,430541.40,23391.95,259868.14,2927.48,542.80,8.82,-9999.00,-9999.00,102.93,6.38,830589.47,9151.65,12.97,0.17,172.77,8.85,164.74,9.46,0.65,0.13,206.92,1.14,11.44,0.84,10.03,0.04,835.98,46.66,915.09,15.12,0.00,0.00,9009.46,523.98,0.00,0.00,0.00,15.13,1371.54,49.52,39297.34,5557.00,-19.38,17.84
1535,3,966.5006944,20110310,0,0,197.4993056,625.00,31.75,1603.70,254.83,815336.81,82622.02,6.44,0.41,8231.76,450.41,-2.22,14.03,429787.32,6910.09,260380.58,8659.15,390.95,2.37,-9999.00,-9999.00,27.35,2.62,800459.85,50068.99,11.80,0.01,95.89,1.53,94.00,0.33,0.05,0.06,267.38,1.51,8.88,1.85,7.07,1.14,684.27,10.43,707.63,1.25,0.00,0.00,8932.96,51.42,0.00,0.00,0.00,2.16,1306.71,34.23,25332.89,134.96,-18.35,14.99
1536,3,967.5006944,20110310,0,0,196.4993056,591.54,41.45,1582.95,131.70,718309.36,32846.86,7.66,0.34,8208.82,379.39,2.01,5.29,457734.97,2580.69,270923.64,3723.74,576.27,15.67,-9999.00,-9999.00,34.08,0.95,753623.62,10334.79,8.67,0.15,72.33,3.04,77.17,3.38,0.19,0.03,84.79,4.00,6.58,0.97,6.14,1.10,443.88,24.60,436.39,32.90,0.00,0.00,9246.26,222.97,0.00,0.00,0.00,26.77,1092.65,57.61,33008.25,546.93,-19.84,24.36
1537,3,968.5006944,20110310,0,0,195.4993056,615.41,19.08,1738.74,320.85,784891.27,50663.51,7.11,0.36,8637.71,357.36,2.51,14.59,418898.69,16807.44,260379.74,6244.72,748.21,18.47,-9999.00,-9999.00,31.35,3.80,776741.83,7540.66,6.11,0.13,42.42,0.54,45.97,3.04,0.05,0.03,78.30,2.69,9.10,0.76,7.65,0.00,935.89,8.51,995.89,19.22,0.00,0.00,8814.70,194.76,0.00,0.00,0.00,11.73,1278.62,18.14,35616.88,2879.92,-8.04,0.25
1538,3,969.5006944,20110310,0,0,194.4993056,621.34,46.37,1735.57,392.08,814610.20,42456.76,6.81,0.38,8461.94,221.65,3.01,9.93,442481.36,28482.86,248590.12,9889.52,253.88,14.81,-9999.00,-9999.00,28.34,0.12,784145.63,30750.97,6.77,0.13,36.16,0.35,42.97,0.34,0.07,0.08,71.83,0.17,2.37,0.88,2.74,0.53,418.72,22.06,446.46,34.08,0.00,0.00,8389.61,138.89,0.00,0.00,0.00,79.38,1312.77,61.38,31722.70,1849.11,5.93,2.32
1539,3,970.5006944,20110310,0,0,193.4993056,622.74,45.80,1686.16,204.75,832426.54,50922.10,7.20,0.21,8725.46,314.85,3.52,9.70,427318.50,7481.22,260786.33,6649.77,361.56,4.72,-9999.00,-9999.00,19.08,11.14,842298.83,47389.74,7.09,0.21,28.43,2.78,32.61,1.01,0.12,0.01,97.21,1.26,2.98,1.35,3.97,0.32,823.15,37.72,830.96,10.83,0.00,0.00,8913.88,339.14,0.00,0.00,0.00,28.53,1268.33,7.28,33114.96,1707.98,6.67,6.37
1540,3,971.5006944,20110310,0,0,192.4993056,618.60,38.88,1692.31,111.96,783644.58,16842.03,6.89,0.30,8604.91,546.75,4.02,6.42,415384.62,19675.03,250199.50,10926.82,155.91,8.64,-9999.00,-9999.00,27.72,3.92,804838.53,17382.99,8.78,0.03,32.90,1.04,32.37,2.14,0.20,0.00,81.35,2.86,3.32,0.42,3.78,0.50,1029.86,13.62,1149.76,15.04,0.00,0.00,8716.93,507.67,0.00,0.00,0.00,1.72,1347.82,15.40,32063.95,954.06,-1.78,17.27
1541,3,972.5006944,20110310,0,0,191.4993056,622.45,40.50,1675.14,378.42,811848.35,61961.22,7.07,0.07,8707.34,550.03,4.52,4.24,418488.37,20253.25,258115.08,11793.87,154.97,10.87,-9999.00,-9999.00,26.24,2.74,811145.62,17500.60,9.24,0.22,31.16,2.51,32.78,8.68,0.08,0.01,138.79,0.25,8.91,1.39,9.77,0.53,629.94,33.72,642.16,1.43,0.00,0.00,9149.85,241.93,0.00,0.00,0.00,49.78,1321.42,29.07,36038.67,1503.55,-12.40,5.75
1542,3,977.5,20110310,0,0,186.5,643.77,33.98,1657.49,248.53,890451.91,74878.85,7.28,0.46,8871.90,439.96,5.02,10.77,426873.01,9129.49,257235.73,2820.04,233.44,4.80,-9999.00,-9999.00,26.82,1.89,877338.71,12832.44,6.54,0.23,36.26,2.53,42.53,3.38,0.10,0.00,89.18,4.20,3.74,1.56,4.40,1.14,424.60,19.20,424.02,0.75,0.00,0.00,9207.36,667.00,0.00,0.00,0.00,18.81,1337.56,6.80,39595.16,1387.17,1.75,2.00
