Sample Id,location,sampling_date_JD,rundate,evaporated(no = 0/ yes = 1) ,bad_filters (no = 0/yes =1),storage_time_days,Li7(LR),Li7(LR)_SD,B11(LR),B11(LR)_SD,Ca43(LR),Ca43(LR)_SD,Rb85(LR),Rb85(LR)_SD,Sr88(LR),Sr88(LR)_SD,In115(LR),In115(LR)_SD,Na23(MR),Na23(MR)_SD,Mg25(MR),Mg25(MR)_SD,Al27(MR),Al27(MR)_SD,Si28(MR),Si28(MR)_SD,P31(MR),P31(MR)_SD,Ca44(MR),Ca44(MR)_SD,Mn55(MR),Mn55(MR)_SD,Fe56(MR),Fe56(MR)_SD,Fe57(MR),Fe57(MR)_SD,Co59(MR),Co59(MR)_SD,Ni60(MR),Ni60(MR)_SD,Cu63(MR),Cu63(MR)_SD,Cu65(MR),Cu65(MR)_SD,Zn64(MR),Zn64(MR)_SD,Zn66(MR),Zn66(MR)_SD,Rb85(MR),Rb85(MR)_SD,Sr88(MR),Sr88(MR)_SD,Mo98(MR),Mo98(MR)_SD,In115(MR),In115(MR)_SD,Ba138(MR),Ba138(MR)_SD,K39(HR),K39(HR)_SD,In115(HR),In115(HR)_SD
2129,1,1202.466667,20130205,0,1,659.5333333,991.42,9.67,2044642.23,2664.64,2286975.19,54007.62,10.13,0.30,23116.75,474.53,2.59,0.57,591953.86,42915.01,418192.29,10039.07,145.21,6.72,352739.15,10483.99,264.25,7.98,2272232.49,148523.29,11414.72,276.91,34.45,0.01,35.28,3.37,2.02,0.04,16.27,0.11,-222.19,-21.42,-181.81,-1.63,330.70,22.29,327.67,4.12,10.30,0.37,22839.34,651.39,6.28,0.29,0.00,18.16,2046.35,196.82,32354.40,2334.00,-1.35,7.98
2131,1,1206.466667,20130205,0,1,655.5333333,712.71,26.28,-230720.56,454.40,584167.08,21589.42,7.13,0.06,13595.00,209.85,7.90,0.86,415442.06,26690.43,328420.81,19422.72,734.85,45.71,229630.26,7147.85,20.41,2.42,580424.43,33974.86,1.25,0.18,4.98,0.38,4.59,1.32,0.04,0.02,7.51,0.29,0.83,-0.74,4.29,-0.23,18.58,0.06,18.19,0.82,6.77,0.52,13160.11,52.68,3.24,0.20,0.00,22.11,1156.84,45.73,24623.14,2470.91,9.64,2.16
2132,1,1208.466667,20130205,0,1,653.5333333,920.08,31.08,-163163.75,5895.20,619568.15,1632.20,8.15,0.19,15229.77,328.33,3.11,2.40,487090.20,12967.28,385214.12,10640.23,142.61,57.37,270491.00,10206.25,17.47,2.51,656404.18,31068.43,1.33,0.03,3.24,0.58,4.22,1.23,0.10,0.01,8.81,0.16,1.11,-0.52,0.98,-1.47,51.40,0.00,46.80,2.91,8.40,0.17,15496.27,1172.53,4.55,0.21,0.00,14.95,1356.01,63.45,30767.37,3286.67,7.61,8.89
2134,1,1212.466667,20130205,0,1,649.5333333,1078.09,48.59,-142299.84,4321.69,2086562.81,57996.51,10.35,0.06,22665.42,213.92,3.36,1.19,626949.87,10730.68,473952.82,39639.27,190.05,22.24,350387.14,17758.66,291.10,12.02,2054581.04,16579.08,720.14,32.85,27.53,1.48,28.92,0.82,0.22,0.10,20.03,1.47,-14.27,-2.05,-10.77,-0.47,103.69,8.00,102.90,1.88,10.28,0.11,22297.56,698.65,5.26,0.10,0.00,0.99,2007.95,31.03,36473.88,1481.59,1.26,8.11
2135,1,1214.466667,20130205,0,1,647.5333333,883.39,4.24,-71194.24,782.61,602977.69,9401.69,8.79,0.07,16803.32,173.89,8.62,0.48,502342.25,13582.01,378792.26,15228.11,106.55,2.22,279218.31,2286.53,25.03,1.26,609056.14,28622.38,0.53,0.05,4.78,0.72,4.40,0.08,0.08,0.05,24.14,1.07,-5.03,-1.24,-4.83,-0.12,45.10,0.70,40.49,2.47,8.22,0.60,15463.76,195.18,4.30,0.26,0.00,16.92,1466.22,55.01,31856.01,1334.15,9.68,2.48
2136,1,1216.466667,20130205,0,1,645.5333333,700.60,17.42,-42744.67,2133.45,1505547.00,142147.37,7.39,0.21,15456.10,580.56,3.88,1.14,422880.73,26959.08,325816.95,27616.48,4551.12,129.38,239112.74,4804.35,182.97,0.63,1634457.17,74176.46,1839.69,40.58,262.13,6.64,253.88,14.07,0.37,0.00,132.26,2.05,-26.50,-0.22,-23.05,-3.91,44.46,0.98,33.62,0.54,6.86,0.48,15142.04,342.21,3.28,0.28,0.00,13.20,1348.69,111.08,24494.06,1914.14,2.16,2.12
2137,1,1218.466667,20130205,0,1,643.5333333,736.73,6.67,-21764.58,1902.49,566784.38,14207.00,7.41,0.19,14140.95,220.42,4.46,0.44,430504.02,18183.08,333959.57,7334.75,707.04,61.58,240117.87,1031.83,16.35,1.17,605667.69,33185.88,0.61,0.37,1.64,0.32,1.95,0.91,0.02,0.02,3.39,0.05,-3.40,-1.75,-1.51,-0.70,6.78,1.09,6.69,0.59,7.09,0.19,13952.16,9.38,3.30,0.19,0.00,10.26,1231.49,59.71,27409.79,1838.24,6.65,3.12
2138,1,1220.466667,20130205,0,1,641.5333333,715.26,19.22,-21650.54,4379.97,1536799.11,58835.44,6.77,0.17,15483.02,311.77,0.94,2.35,435103.48,4700.12,332766.87,3758.89,200.24,0.02,274036.23,974.19,588.77,5.38,1749923.35,3429.08,1117.44,10.15,37.29,0.42,40.71,2.96,0.29,0.08,16.27,0.58,-35.72,-5.34,-31.02,-0.47,202.83,3.78,196.22,10.10,6.80,0.18,16098.33,12.18,3.96,0.08,0.00,3.90,1477.48,13.13,24463.09,1585.51,0.63,1.01
2157,10,1187.459722,20130205,0,0,674.5402778,697.07,7.82,2653.78,1635.83,142838.61,1639.07,5.51,0.10,367.46,6.51,4.32,2.82,252467.51,6323.95,94900.41,1056.25,1664.34,23.27,376571.12,5393.74,1015.68,6.01,145697.14,1100.30,454.52,1.47,141.55,0.68,145.71,5.27,1.75,0.04,57.05,0.45,-77.82,-4.03,-65.03,-5.04,121.01,4.43,107.07,0.25,5.43,0.22,377.50,12.30,0.65,0.15,0.00,7.29,221.41,3.70,13597.59,947.10,4.81,0.27
2159,10,1191.459722,20130205,0,0,670.5402778,712.22,21.43,621.00,3654.09,134337.15,2732.26,5.22,0.21,300.96,7.20,4.25,3.23,258960.63,1940.82,91510.67,1296.79,211.41,2.52,416504.81,475.65,1361.06,23.76,132606.99,745.77,380.22,5.29,24.80,0.37,25.90,0.41,1.52,0.09,44.15,2.34,-32.32,-2.20,-31.36,-0.47,120.28,1.48,120.88,2.32,4.85,0.05,325.26,18.30,1.22,0.18,0.00,1.84,190.50,1.79,13269.12,990.49,7.03,2.99
2160,10,1193.459722,20130205,0,1,668.5402778,1061.68,35.96,-4585.02,4026.87,183672.03,7246.59,6.98,0.18,432.48,7.14,4.19,1.19,354900.75,826.66,129900.54,1034.09,425.83,6.16,569093.38,3310.16,1963.41,56.31,186356.62,1896.91,500.22,5.62,101.79,0.68,104.27,2.14,1.96,0.05,52.12,0.49,-40.12,-2.13,-36.39,-2.87,189.73,5.04,172.73,0.77,7.18,0.43,487.59,5.11,0.64,0.03,0.00,9.71,261.87,5.86,16824.08,1926.45,2.65,2.88
2161,10,1195.459722,20130205,0,1,666.5402778,735.71,51.37,2250.85,2615.24,126035.39,1405.55,5.37,0.08,298.46,7.16,4.12,1.47,255828.84,2828.09,94118.19,2180.12,2802.61,48.83,395817.12,1030.96,781.64,8.16,129665.76,728.26,342.71,0.30,20.74,0.42,20.27,1.73,1.46,0.22,48.89,1.49,-45.65,-1.46,-38.06,-1.63,75.54,0.87,74.15,0.05,5.54,0.30,331.28,1.79,0.31,0.13,0.00,2.34,185.95,2.22,13723.69,670.84,3.40,2.21
2164,10,1200.459722,20130205,0,1,661.5402778,1505.45,31.12,-8742.67,2845.24,272744.01,9736.40,9.69,0.48,705.27,28.94,-0.81,1.03,528430.67,9945.99,190610.93,9301.45,641.91,3.55,805530.30,13652.44,2005.64,146.96,275293.79,8429.49,717.25,13.83,192.27,2.88,194.36,7.32,1.95,0.11,72.33,3.12,-59.60,-5.93,-51.14,-2.17,186.06,4.73,180.04,2.42,10.37,0.33,776.14,35.68,0.86,0.10,0.00,1.73,388.83,1.35,26364.55,1362.95,-1.78,0.83
2165,10,1201.438889,20130205,0,1,660.5611111,822.06,60.49,274.98,2978.96,145005.58,1403.00,5.81,0.16,351.91,11.84,3.99,2.05,290054.02,9674.90,112294.69,3702.03,452.88,31.21,473664.71,15489.74,1638.09,74.78,148734.08,7130.88,358.33,19.12,135.02,0.26,142.77,5.60,1.67,0.10,56.34,1.18,-45.86,-3.95,-35.18,-4.57,148.29,7.61,137.44,7.16,5.92,0.55,417.29,11.67,0.58,0.11,0.00,11.70,217.00,3.64,14350.42,609.48,3.98,7.75
2167,10,1205.438889,20130205,0,1,656.5611111,732.26,35.35,950.46,3465.19,131583.22,5068.99,5.13,0.17,312.80,2.04,3.92,1.87,260205.69,3443.68,98394.14,6780.25,1047.69,20.51,407137.99,18176.21,946.06,30.84,135281.83,5740.35,313.26,3.09,33.50,0.68,30.82,0.58,1.09,0.05,45.23,4.75,-39.37,-1.46,-29.95,-1.71,66.76,2.41,62.53,0.39,5.42,0.10,357.94,2.55,0.36,0.04,0.00,0.97,183.67,1.28,12818.51,1277.90,2.51,0.91
2168,10,1207.438889,20130205,0,1,654.5611111,983.48,26.61,-429.69,3378.17,191863.62,6080.94,7.63,0.20,479.50,14.35,3.85,2.96,400009.80,1055.75,150207.04,1799.67,278.36,4.78,560373.21,16341.02,235.04,7.08,194412.78,3884.96,4.15,0.74,5.51,0.18,4.80,0.66,0.13,0.02,13.09,0.27,-56.10,-6.94,-38.85,-5.85,34.40,4.14,36.64,4.84,7.88,0.05,560.52,4.03,0.73,0.09,0.00,11.63,213.74,6.91,18734.49,598.96,-4.42,2.45
2169,10,1209.438889,20130205,0,1,652.5611111,722.08,25.12,-81.73,3218.41,138907.58,1649.76,5.23,0.23,322.96,14.52,3.78,3.43,263032.60,2669.34,93283.61,5479.25,236.87,0.21,428583.48,4297.36,1443.01,33.98,136638.03,136.81,362.92,2.79,63.58,0.28,64.21,1.89,1.22,0.10,34.96,0.09,-33.60,-7.16,-22.73,-5.04,104.23,0.87,93.36,0.96,5.04,0.02,369.01,5.04,0.42,0.06,0.00,6.04,192.55,0.84,12084.42,400.66,1.17,9.02
2170,10,1211.438889,20130205,0,1,650.5611111,1177.62,39.48,-2900.15,1299.90,229530.02,8881.19,8.36,0.20,627.37,17.39,3.72,0.11,455171.24,15503.35,174881.93,5567.35,700.82,0.67,704507.93,24225.70,2399.63,33.44,244320.50,5124.99,661.29,7.18,280.97,9.66,284.63,1.81,2.83,0.03,70.76,2.39,-70.42,-4.45,-52.45,-3.57,171.68,5.63,163.57,11.21,9.10,0.23,736.78,0.94,0.82,0.04,0.00,2.24,358.51,5.52,21856.08,2145.02,-1.76,3.29
2172,10,1213.438889,20130205,0,1,648.5611111,861.39,49.72,376.15,2638.59,166276.93,4028.95,6.34,0.33,429.21,15.80,2.90,1.87,329893.80,10595.15,123247.41,5477.00,193.92,7.41,462022.06,12616.67,98.47,16.68,173267.40,1515.78,10.91,1.13,8.75,0.14,9.41,2.47,0.21,0.05,3.22,0.16,-24.48,-0.15,-20.50,-2.98,21.99,0.31,19.37,0.00,6.63,0.22,516.57,1.82,0.53,0.05,0.00,18.56,166.81,14.65,16466.39,1701.76,7.03,2.43
2173,10,1215.438889,20130205,0,0,646.5611111,751.84,83.68,426.41,1918.70,147807.21,14627.26,4.89,0.16,432.01,122.22,2.69,2.18,264537.63,10986.84,102382.63,849.94,799.65,38.69,392694.29,2146.47,772.14,16.50,143205.80,672.03,324.73,2.07,53.78,0.96,54.33,2.88,0.70,0.06,38.49,0.09,-11.27,-0.37,-8.41,-2.64,31.18,1.54,35.31,1.55,5.21,0.13,533.47,102.92,0.46,0.01,0.00,1.35,196.68,2.70,13275.65,1420.29,9.36,5.79
2175,10,1219.438889,20130205,0,0,642.5611111,678.34,32.82,1190.50,1590.87,140178.44,964.70,4.88,0.09,353.77,5.51,6.40,1.14,240013.03,3556.73,97215.09,1070.84,244.91,7.93,387710.84,3074.63,1233.41,39.63,134205.93,189.22,381.46,6.67,31.91,1.46,29.67,1.07,1.63,0.07,39.12,0.18,-32.49,-2.27,-26.31,-4.92,101.22,6.35,96.95,3.38,4.87,0.33,423.84,2.14,0.63,0.11,0.00,8.76,193.21,3.02,12961.82,1078.79,13.64,1.90
2178,3,1190.639583,20130205,0,0,671.3604167,562.29,17.12,-1241.08,2308.26,294863.10,2560.83,3.02,0.07,1252.93,44.20,2.28,2.73,244569.69,799.33,118014.99,3471.12,167.74,0.10,354029.05,1021.25,741.69,7.98,276281.16,18.74,171.68,1.70,43.26,3.00,42.18,0.41,0.49,0.04,38.54,0.87,-34.20,-0.79,-25.96,-0.47,80.00,4.06,72.29,6.86,2.99,0.03,1330.61,16.47,0.63,0.09,0.00,2.02,313.47,0.63,10681.68,535.12,0.30,1.07
2180,3,1194.639583,20130205,0,0,667.3604167,643.42,13.80,-74.13,943.72,323332.44,8971.21,4.33,0.09,1424.68,54.44,6.58,1.43,269399.21,5759.65,123590.12,876.78,5509.54,103.97,355400.04,9103.93,269.77,8.97,316489.23,1912.63,248.44,3.22,1083.08,19.68,1074.86,1.65,1.26,0.03,52.03,0.56,-57.00,-0.45,-50.26,-9.18,58.80,2.01,53.39,4.40,4.37,0.12,1509.35,7.44,0.78,0.16,0.00,2.62,450.37,11.73,11380.43,1026.98,12.63,1.58
2183,3,1200.638889,20130205,0,0,661.3611111,1002.22,57.16,-9706.55,3886.79,502281.93,10333.83,5.30,0.17,2078.92,64.42,1.86,2.76,372011.91,13681.38,180870.58,10056.65,269.28,14.00,485371.59,11852.29,1085.25,18.83,485629.20,17397.69,130.78,1.32,78.48,0.61,83.63,1.98,0.53,0.07,70.85,2.10,-43.68,-0.52,-33.12,-3.22,129.92,0.53,128.62,4.35,5.31,0.07,2178.96,15.05,0.76,0.03,0.00,1.62,978.78,14.00,15731.07,1357.05,14.92,0.11
2184,3,1202.638889,20130205,0,0,659.3611111,941.49,17.79,-7199.61,1898.44,494722.15,5598.43,4.92,0.17,2043.13,102.88,1.65,3.92,366433.04,7387.61,169599.99,5524.98,305.75,11.42,456908.75,13450.80,851.20,26.18,454824.13,14686.54,11.91,0.04,76.80,0.10,76.51,1.48,0.44,0.05,45.91,0.11,-22.07,-5.11,-15.52,-1.28,122.63,3.47,115.27,3.82,4.92,0.24,2073.23,33.09,0.82,0.11,0.00,1.48,838.30,5.97,14957.03,566.99,3.60,3.46
2185,3,1204.638889,20130205,0,0,657.3611111,859.57,35.43,-2971.08,901.46,450444.35,8074.98,4.37,0.12,2071.93,56.82,6.97,0.67,320454.42,5447.61,141751.79,3214.11,1558.45,26.33,401861.44,2927.45,362.64,1.61,445169.68,1068.32,123.59,0.24,29.83,1.35,35.63,1.73,0.30,0.03,72.26,2.68,-34.56,-0.37,-25.78,-0.47,127.21,2.30,120.37,0.05,4.35,0.09,2237.40,27.15,1.04,0.04,0.00,0.06,696.21,0.95,13071.14,1129.44,10.86,6.95
2188,3,1210.638889,20130205,0,0,651.3611111,1026.51,37.43,-6319.76,3910.52,533493.55,7270.85,4.41,0.13,2339.26,34.94,1.24,2.17,345986.51,8762.37,162425.48,8913.80,217.28,1.97,424946.77,1878.12,780.29,11.03,534155.86,4749.47,201.57,8.60,28.50,1.34,29.90,1.65,0.53,0.04,60.05,0.87,-40.09,-4.45,-30.97,-0.35,148.05,1.07,145.15,4.59,4.48,0.21,2546.12,64.18,1.06,0.12,0.00,9.44,737.27,45.03,16062.47,1573.09,14.25,0.83
2193,3,1220.638889,20130205,0,0,641.3611111,758.76,11.05,-3497.28,2014.59,447602.40,9996.56,5.45,0.05,1813.86,89.69,1.03,4.25,308881.66,2334.34,137828.19,2082.39,8409.32,120.32,358591.60,3400.70,151.30,5.83,442105.95,6558.84,115.54,1.15,44.42,1.40,45.20,0.33,0.26,0.05,73.79,0.20,-45.00,-3.58,-41.26,-4.69,184.06,0.90,174.94,3.43,5.54,0.21,1982.77,111.94,2.99,0.18,0.00,2.30,679.37,18.24,14576.00,1757.42,12.21,7.82
2194,1,1221,20130205,0,1,641,631.46,23.69,-32994.90,6603.14,1391376.22,39384.04,5.86,0.22,12762.83,568.88,0.83,2.84,370210.83,5454.98,281352.81,2908.67,38.36,0.92,208539.11,4935.69,114.64,1.26,1450256.25,38993.67,1341.90,32.47,31.03,1.11,32.67,4.53,0.21,0.00,9.43,0.38,-16.67,-1.46,-14.30,-1.47,150.08,0.76,154.71,1.65,5.70,0.01,13322.60,58.31,2.67,0.04,0.00,19.88,1250.00,26.87,21305.51,1103.86,2.55,3.50
2195,3,1221,20130205,0,0,641,888.47,16.78,-9368.39,1388.08,499800.56,23921.52,3.88,0.10,2135.76,27.01,0.62,1.05,280347.80,7010.67,131377.10,9296.77,91.70,8.52,332208.42,1405.01,274.68,10.67,462069.94,3397.43,192.99,1.02,21.76,1.92,23.72,2.63,0.37,0.10,47.63,1.45,-42.11,-3.43,-33.83,-0.12,220.97,12.35,222.45,4.35,3.92,0.41,2157.65,100.49,0.82,0.15,0.00,4.66,594.27,11.72,13235.11,831.91,5.36,8.80
2196,10,1221,20130205,0,0,641,857.82,14.87,-5142.02,1752.76,175665.07,2526.36,6.33,0.09,480.37,17.31,1.34,3.48,306296.37,8836.18,121164.12,2094.73,332.97,3.12,433796.94,12054.61,1313.83,31.74,167628.36,3478.01,455.35,1.11,20.70,0.13,18.95,1.65,1.95,0.07,43.34,0.67,-52.61,-2.92,-37.34,-0.12,967.40,14.16,990.62,11.27,6.44,0.13,537.71,12.98,0.30,0.07,0.00,1.40,248.25,8.35,16635.41,535.62,4.38,1.99
2197,0,1221,20130205,0,1,641,153.05,9.14,-1545152.00,1501.92,347527.55,4767.64,2.47,0.09,1554.88,33.89,1.78,1.39,334547.65,5470.92,199027.15,2021.23,49.99,0.92,328734.38,3027.84,562.76,30.49,347884.05,1109.06,11.96,0.29,26.89,0.17,24.64,0.49,0.18,0.05,3.04,0.27,-13.41,-3.80,-12.08,-3.91,221.88,2.01,233.70,2.22,2.65,0.16,1690.53,11.93,1.54,0.16,0.00,8.02,119.26,4.14,18019.19,1946.93,4.82,1.45
2198,1,1221,20130205,0,1,641,975.64,45.12,410938.16,4475.48,2185498.53,51585.50,8.61,0.36,19080.45,638.47,2.23,1.92,508122.71,148.32,384625.11,242.23,64.36,1.13,290673.39,4396.30,163.08,15.96,2002194.07,14627.06,2085.72,7.24,66.80,2.81,60.64,5.76,0.37,0.03,9.61,0.02,-15.82,-3.58,-11.37,-2.40,109.35,0.11,107.40,3.68,8.61,0.31,18707.26,69.72,3.43,0.55,0.00,2.82,1683.97,22.81,31013.70,2145.91,5.35,3.97
2200,10,1221,20130205,0,0,641,746.06,45.34,-20476.53,2938.04,143102.65,1364.97,5.04,0.09,431.32,5.88,66.96,1.74,264681.91,4960.72,102625.56,7344.04,1143.64,20.22,380363.45,10736.23,1088.93,5.68,151083.37,2326.85,507.89,3.69,594.55,3.79,584.95,3.68,2.56,0.22,42.50,1.39,-55.73,-0.39,-43.27,-3.70,295.97,7.74,310.69,13.25,5.77,0.18,524.96,33.43,0.52,0.26,319.59,3.10,230.64,0.49,14039.80,1312.11,146.59,6.99
2201,0,1221,20130205,0,1,641,138.00,3.54,76499.27,2060.32,332079.02,8184.80,2.42,0.09,1518.98,35.68,8.59,0.36,311101.33,1892.80,188115.78,4694.96,258.27,4.06,291827.41,4962.73,492.54,12.55,321085.27,10818.20,18.92,10.38,118.64,5.66,118.44,6.42,0.23,0.01,5.25,0.16,-10.76,-1.53,-10.26,-0.93,77.12,2.10,82.64,1.11,2.41,0.07,1490.83,18.19,1.49,0.09,0.00,11.84,106.62,0.86,16437.09,1049.33,3.75,2.80
2202,1,1221,20130205,0,1,641,1026.34,22.51,89408.57,3983.65,2384958.97,75296.97,9.62,0.25,21989.82,287.88,3.57,2.99,600849.00,10432.00,441271.53,6419.16,87.61,0.61,344647.72,14795.82,236.12,7.44,2411501.37,32578.71,2231.05,44.56,45.77,1.63,50.04,3.95,0.39,0.08,11.74,1.00,-25.51,-2.57,-20.78,-5.39,161.03,1.84,155.98,11.80,10.29,0.06,22699.91,781.01,4.36,0.38,0.00,13.38,1995.81,27.01,35187.60,1641.74,-2.62,6.86
2203,3,1221,20130205,0,0,641,1038.86,56.62,14035.33,2919.14,577554.23,8219.75,4.59,0.10,2736.92,50.26,4.01,1.00,374662.65,162.46,167602.31,3565.48,625.48,0.83,399310.88,1134.67,425.34,10.40,621663.57,592.58,283.33,41.53,54.94,1.22,57.56,7.08,0.67,0.08,70.36,1.30,-83.58,-1.90,-61.96,-0.93,275.20,0.28,266.04,8.66,4.83,0.15,3764.98,1023.55,1.24,0.29,0.00,4.86,774.09,2.51,17182.19,786.88,10.00,2.53
2204,10,1221,20130205,0,0,641,956.37,22.78,6573.25,1018.58,180456.20,5904.25,6.22,0.23,466.58,9.70,4.46,1.00,302235.16,11194.09,118601.89,5598.58,203.32,3.05,453126.80,6968.30,1386.61,11.57,169897.31,2917.31,445.72,3.00,10.74,0.39,12.71,0.74,1.99,0.02,42.12,0.38,-45.85,-6.57,-30.56,-0.70,353.96,11.33,350.83,6.88,6.65,0.27,535.32,2.31,0.37,0.02,0.00,14.31,272.24,33.89,16471.17,1459.77,10.94,3.86
2205,0,1221,20130205,0,1,641,194.72,6.81,52007.20,4615.17,460661.06,8722.69,3.20,0.07,2118.94,26.18,4.90,2.35,451473.26,3456.40,251098.49,16233.67,150.32,4.89,437276.26,13047.77,778.90,12.91,479680.59,22960.15,14.36,2.26,38.55,0.09,44.36,3.54,0.34,0.03,5.11,0.63,-21.86,-1.83,-15.32,-1.40,88.78,2.57,87.84,8.02,3.62,0.23,2288.34,37.76,2.50,0.08,0.00,9.19,158.93,5.58,21746.09,2135.51,7.05,0.67
2206,1,1221,20130205,0,1,641,815.30,17.95,32850.31,5012.26,1628853.86,73624.86,6.62,0.20,14866.96,379.50,5.35,1.24,415975.36,19119.24,308894.41,26315.57,37.02,0.73,236342.78,7826.03,157.77,2.78,1625184.80,19278.77,1660.24,96.34,57.40,2.95,56.33,6.67,0.28,0.08,6.52,0.49,-12.27,-2.13,-11.62,-0.81,69.90,0.84,68.01,2.03,6.83,0.42,15601.36,577.67,3.15,0.06,0.00,6.26,1321.80,15.08,24858.31,733.94,4.80,5.24
2211,1,1223.460417,20130211,0,1,644.5395833,979.26,11.59,69699.40,4970.33,2499890.56,59635.19,8.85,0.31,21984.37,441.38,-0.49,1.18,568927.70,2012.50,434376.19,14933.35,88.55,2.23,336062.70,213.05,119.89,4.22,2219033.49,17723.02,775.53,12.89,42.30,0.13,40.94,3.40,0.17,0.03,16.48,1.42,-15.33,-3.14,-7.98,-1.37,28.49,0.47,31.68,2.72,9.30,0.33,20605.33,1120.37,4.02,0.65,0.00,11.74,1685.59,53.34,31291.68,3302.03,-3.33,5.58
2212,1,1224.460417,20130211,0,1,643.5395833,818.71,35.35,44688.02,4726.25,1967890.44,4505.41,6.74,0.16,17480.89,191.13,-6.10,0.87,507484.19,25329.55,376300.61,3232.92,225.33,6.59,297655.67,10248.14,136.53,3.53,1943855.35,53030.25,630.85,6.32,33.35,0.18,30.95,2.29,0.33,0.03,19.89,2.34,-18.08,-1.61,-12.97,-3.44,54.51,1.33,57.39,1.40,7.78,0.01,18692.16,423.10,3.30,0.35,0.00,15.76,1554.20,78.72,27886.06,2469.11,-5.83,3.20
2213,1,1225.460417,20130211,0,1,642.5395833,736.59,10.13,43805.72,4526.28,1639076.75,134340.66,5.85,0.06,14280.37,265.40,-5.63,0.98,417248.17,9293.42,316315.87,8769.97,351.77,0.92,244009.87,1808.92,27.81,1.12,1610097.07,5460.37,541.65,4.76,8.43,3.19,7.16,0.05,0.08,0.05,9.94,0.38,-12.01,-0.73,-5.14,-2.98,29.13,1.12,29.20,2.22,6.54,0.23,15524.65,308.00,3.08,0.13,0.00,0.80,1305.40,26.57,21921.65,1766.70,-3.23,0.09
2214,1,1226.460417,20130211,0,1,641.5395833,609.90,18.10,24404.65,3519.64,1315544.94,22167.00,5.33,0.15,12767.37,308.02,-5.16,1.38,368869.17,8787.49,286166.34,8110.07,735.64,11.55,217077.10,3549.88,91.43,2.28,1388631.44,31452.19,1058.26,13.48,265.55,6.17,244.55,4.72,0.30,0.01,11.08,0.44,-13.63,-1.46,-7.66,-2.98,36.07,1.17,38.79,3.46,5.68,0.26,13363.19,154.90,2.78,0.03,0.00,7.95,1101.62,28.27,20506.31,1622.30,-3.26,5.34
2215,1,1227.460417,20130211,0,1,640.5395833,735.52,14.34,30954.94,844.85,1787293.94,35283.10,6.61,0.12,16770.13,195.80,-4.69,0.23,472893.29,6488.43,355783.39,3787.25,260.41,6.89,282590.75,4794.72,95.55,0.74,1839181.07,160.89,1140.70,22.08,148.32,1.65,152.50,2.08,0.40,0.02,14.16,1.36,-13.25,-3.43,-10.97,-0.46,50.90,2.52,49.16,2.63,7.21,0.28,17847.55,95.46,3.55,0.21,0.00,9.48,1598.37,7.57,24360.40,3205.64,-6.86,1.38
2216,1,1228.460417,20130211,0,1,639.5395833,826.27,18.76,35510.40,4220.67,1959794.18,6065.43,7.32,0.02,18347.36,59.02,-4.22,0.14,516808.23,38.27,383620.80,19933.65,57.30,0.95,299840.74,1748.94,84.65,1.36,1973760.91,16334.44,1131.78,26.53,21.04,1.78,22.02,1.02,0.20,0.04,7.89,0.65,-9.98,-5.77,-2.20,-0.57,28.90,1.42,27.60,0.78,7.84,0.00,19166.58,386.68,3.52,0.01,0.00,0.56,1717.55,5.82,27047.05,2246.42,-7.25,0.69
2217,1,1229.460417,20130211,0,1,638.5395833,753.55,13.36,35724.81,3359.46,672009.42,5764.98,6.72,0.13,13907.10,306.53,-3.75,0.77,397741.80,8026.90,296516.07,7965.40,388.68,36.89,232320.03,815.40,120.06,17.11,636981.23,600.53,31.32,32.62,58.82,1.71,56.02,10.12,0.11,0.07,3.74,0.21,-0.07,-2.05,1.82,-1.72,3.49,1.01,2.44,0.70,6.65,0.16,13548.89,90.08,2.36,0.16,0.00,1.42,1088.77,27.07,23376.94,3055.84,4.85,4.53
2219,1,1231.460417,20130211,0,1,636.5395833,1038.53,28.94,38532.49,3165.40,2418479.89,25503.81,9.20,0.15,23143.19,417.57,-2.81,1.50,607156.18,7876.26,452146.09,10011.55,112.92,2.71,363263.54,11667.40,63.21,1.07,2374870.32,70159.39,647.67,13.44,35.79,3.29,38.50,2.83,0.24,0.01,17.82,1.44,-12.26,-1.24,-11.95,-3.10,67.72,2.67,71.62,0.78,9.74,0.06,23164.86,331.69,4.50,0.31,0.00,9.98,1953.53,42.78,35688.79,4523.54,0.45,1.54
2220,1,1232.460417,20130211,0,1,635.5395833,628.52,28.81,17971.41,4196.98,1283653.64,10815.10,5.56,0.10,13355.96,210.29,-2.34,1.36,368893.32,1644.58,282769.90,5419.93,1424.02,2.51,223555.12,2323.16,49.53,1.64,1449586.09,9421.78,44.72,0.03,12.03,1.06,12.76,1.72,0.06,0.02,17.88,0.50,-6.63,-2.92,-6.59,0.00,38.05,0.18,37.94,2.01,6.11,0.21,14191.99,35.57,2.36,0.06,0.00,8.62,1196.18,10.82,20944.83,1949.99,-3.28,7.17
