,sample id ,sample id numb,description,description.1,date/time,Bag Label ,Vial Label,Label Color,# of vials,Vial type,Lid type,collected by,received in 395 McCone,notes,Wood/Kim taken,Unnamed: 15,datetime,Sample Id,Li7(LR),Li7(LR)_SD,B11(LR),B11(LR)_SD,Ca43(LR),Ca43(LR)_SD,Rb85(LR),Rb85(LR)_SD,Sr88(LR),Sr88(LR)_SD,In115(LR),In115(LR)_SD,Na23(MR),Na23(MR)_SD,Mg25(MR),Mg25(MR)_SD,Al27(MR),Al27(MR)_SD,Si28(MR),Si28(MR)_SD,P31(MR),P31(MR)_SD,Ca44(MR),Ca44(MR)_SD,Mn55(MR),Mn55(MR)_SD,Fe56(MR),Fe56(MR)_SD,Fe57(MR),Fe57(MR)_SD,Co59(MR),Co59(MR)_SD,Ni60(MR),Ni60(MR)_SD,Cu63(MR),Cu63(MR)_SD,Cu65(MR),Cu65(MR)_SD,Zn64(MR),Zn64(MR)_SD,Zn66(MR),Zn66(MR)_SD,Rb85(MR),Rb85(MR)_SD,Sr88(MR),Sr88(MR)_SD,Mo98(MR),Mo98(MR)_SD,In115(MR),In115(MR)_SD,Ba138(MR),Ba138(MR)_SD,K39(HR),K39(HR)_SD,In115(HR),In115(HR)_SD,Si (ppm),Mg (ppm),Ca (ppm),Na (ppm),K (ppm)
201,266 KR,266,CONGER,2,2011-02-16 13:00:00,"C 20110114 C88-1, 2, 3 1205","C 20110114 C88-1, 2, 3 1205",,3,2 etched HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2011-02-22 00:00:00,,Y,,2011-02-16 13:00:00,266,0.794637639,0.057436701,-19967.85272,348.0513098,8821.873904,284.1341133,3.174255965,0.111834112,26.84699869,0.597613015,-10.84867194,0.897656266,70071.08844,2176.809607,8243.975894,228.9106106,1356.229093,8.282274691,2119.584746,60.3945463,948.3629962,6.11204543,8865.598843,197.3616125,765.3687545,0.009012086,881.1364434,32.23512541,852.5949561,12.78965614,0.748363727,0.03176214,5.242661482,0.343922399,-11647.49621,40.43562737,-9747.439891,30.6133144,4913.766825,150.0042848,6394.512971,36.7989945,3.444629533,0.030840588,28.56262423,0.126574765,0.140480433,0.008431176,-67.69413865,2.402925776,33.71005465,0.285396511,21834.81519,1702.373964,-26.27731797,0.080223606,0.0595295973838,0.200328614224,0.355333201627,1.61093432324,0.853741273929
204,269 KR,269,CONGER,2,2011-02-17 11:15:00,"A 20110215 A90-1, 2, 3 1100","A 20110215 A90-1, 2, 3 1100",,3,2 etched HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2011-02-22 00:00:00,,Y,,2011-02-17 11:15:00,269,0.539672373,0.021146246,-6774.238207,996.3836928,6942.192781,180.8829885,2.311170082,0.003487487,20.74111324,0.470513691,-13.85356405,0.705676151,75381.38503,1996.35015,6304.602886,106.1008538,581.843076,5.927884794,2414.82059,38.87147541,1127.089285,11.74130686,7099.460528,53.37581998,624.5139344,25.74653919,374.3826032,5.369079185,368.1727653,14.8036047,0.676290788,0.208966438,35.70498477,0.184174903,-8881.774505,146.2520457,-7341.756568,66.83721784,4557.155292,4.897121054,6018.349332,37.74922235,2.409998182,0.104173754,22.85248754,0.214500364,0.085318571,0.02114939,-84.61767331,1.042714606,25.5872605,0.943306662,17570.95849,1587.007237,-35.64480475,0.628170645,0.0678214436804,0.15320185013,0.284546377962,1.73301804184,0.687024476959
206,271 KR,271,CONGER,2,2011-02-18 13:50:00,"A 20110216 A91-1, 2, 3 1330","A 20110216 A91-1, 2, 3 1330",,3,2 etched HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2011-02-22 00:00:00,,Y,,2011-02-18 13:50:00,271,0.16838032,0.034263278,-7167.798681,527.4121183,2148.144893,151.9435756,1.305211929,0.058119679,6.255539997,0.131073393,-13.56092962,1.112909084,20116.18396,792.2561431,1690.588106,117.0710254,702.4511583,25.88909342,1302.268853,10.55295802,1703.523021,23.57917052,2176.285044,4.715344856,180.2067259,3.437764167,428.9491492,6.383602068,433.8329264,1.307983798,0.268663886,0.039157504,1.761417801,0.206663628,-6190.308227,130.9720855,-4895.14582,56.50496992,1359.229528,24.51387148,1729.078799,46.58688273,1.502642338,0.165755763,7.127280265,0.114243125,0.088862032,0.042155879,-73.33531687,0.98102871,9.970166955,0.012530207,8208.665742,846.9132908,-31.31879922,0.562803262,0.0365748718709,0.0410812909758,0.0872255045635,0.46247106924,0.320958830512
208,279 KR,279,CONGER,2,2011-03-05 13:05:00,"A 20100420 A54-1, 2, 3 1210","A 20100420 A54-1, 2, 3 1210",,3,2 etched HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2010-05-26 00:00:00,,Y,,2011-03-05 13:05:00,279,0.054572673,0.025399344,-12327.91931,492.2754308,4669.733226,378.0589691,3.538499764,0.189114573,22.52145702,0.884700508,-12.14449614,0.426781086,7721.036732,21.41402652,2886.785342,153.5869308,618.1238137,0.229179008,1553.488456,12.95487212,2843.963265,3.215341435,4426.746112,106.8458291,42.85665193,0.735920996,418.6115361,8.346709981,397.2503881,0.970160168,0.29045554,0.029960705,1.921261617,0.343534662,-8486.784493,76.38583419,-7202.809216,274.3538913,3056.902534,115.0023642,4014.256308,147.5749863,3.540371005,0.033765981,24.12874293,1.146241022,0.287615742,0.004287039,-62.05296043,2.436369936,10.78518405,0.25312999,22769.55775,1839.232095,-26.94013711,2.786284695,0.043630500031,0.0701488838106,0.177423984169,0.177506634469,0.890289708025
211,287 KR,287,CONGER,2,2011-03-14 13:25:00,"A 20100518 A58-1, 2, 3 1530 JD","A 20100518 A58-1, 2, 3 1530",,3,2 etched HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2010-05-26 00:00:00,,Y,,2011-03-14 13:25:00,287,0.239073086,0.035972467,18634.69272,822.3432098,3693.478413,179.027061,2.255164204,0.047320707,18.68437957,0.179494658,-7.997015456,0.715570003,47936.09591,869.1344168,6367.052171,476.0067037,413.8419889,32.83802728,1312.758965,74.00414579,4057.528805,130.4385809,3629.869939,12.4565165,43.33281399,0.168951853,338.4807552,0.508283734,335.5292906,1.970637841,2.819006436,0.112068208,5.502550014,0.722353358,-10694.99569,87.79991262,-8752.674307,176.2538767,4992.140134,136.5187325,6106.927743,27.0395319,2.413297327,0.01755236,19.67077832,0.204825541,1.024594513,0.059161132,-45.12942576,0.09587326,6.523057163,0.205460724,11462.44491,471.1284531,-21.09519634,2.230661941,0.0368694919115,0.154719367755,0.145485187155,1.10205084497,0.448181595981
213,291 KR,291,CONGER,2,2011-03-16 12:40:00,"A 20100525 A60-1, 2, 3 1115","A 20100525 A60-1, 2, 3 1115",,3,3 etched HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2010-06-28 00:00:00,,Y,,2011-03-16 12:40:00,291,0.473100489,0.06252452,3803.543743,1262.732121,5811.383375,179.2508914,2.53871346,0.099944026,14.37855774,0.215294356,-5.771449792,0.830929369,32106.78178,498.9973266,3274.006082,362.8490673,1048.621249,26.08219795,2332.747775,52.68185795,605.3502861,21.81218108,5545.74666,37.97589221,332.3737085,12.92699549,551.3094019,38.93533141,555.0875743,33.19333717,0.5295105,0.005499117,3.591942874,0.50405763,-6857.293575,213.2510201,-5791.427034,107.6685339,2411.145801,33.80124903,3084.823566,229.8035347,2.556557606,0.173044455,14.36777821,0.065317592,1.047811073,0.050587055,-33.84706932,1.487150339,22.14960423,0.358225243,14377.63728,1066.113367,-16.62244482,0.899544326,0.0655163876348,0.0795583477926,0.222273526133,0.738134913122,0.562165617648
216,300 KR,300,CONGER,2,2011-09-25 11:55:00,"C 20110925 127-1, 2, 3 1155","C 20110925 127-1, 2, 3 1155",,3,2 leached HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,10/3/11 (approx.),,,,2011-09-25 11:55:00,300,5.918359695,0.458380652,-16881.88976,4390.027796,134122.8681,8108.752618,67.0540261,2.696342164,397.1644514,12.72351791,-0.109112385,0.702709636,199631.4692,8934.191501,111295.7883,4454.822693,16448.63953,749.1628335,18933.85789,665.5453312,83698.3559,1730.293025,135899.0363,1862.63186,19201.76494,1663.898852,4803.173472,63.70629179,4616.500001,121.8070739,10.24323076,0.315725154,45.67453832,1.583904169,-187007.168,12937.3925,-165295.1172,14513.83167,21567.75197,2168.045364,30319.97791,185.2511142,67.69729128,4.117466368,398.0161297,18.54287727,0.160537786,0.004144137,2.16e-14,1.61007621,540.1029438,4.993460788,395385.3796,35299.79442,-2.250043486,1.373705455,0.53176686577,2.70448765569,5.4468333749,4.58952747691,15.4595683424
219,304 KR,304,CONGER,2,2011-10-03 11:35:00,"C 20111003 C129-1, 2/3 1135","C 20111003 C129-1, 2/3 1135",,2,2 square unleached HDPE vials,regular,James DeWolf,2007-10-24 00:00:00,,,,2011-10-03 11:35:00,304,1.3002441,0.000954,-476.4845022,804.869766,29503.82262,1471.172314,8.365451431,0.3016574,83.51517788,1.835750483,2.040782319,0.941507526,72682.51731,388.3915922,16806.42544,1056.311566,3879.407013,196.137973,4944.608299,173.989744,8337.229581,369.6821917,27430.98097,495.5880425,2460.787987,117.9819706,823.9243418,17.16796805,817.7575751,47.1220653,2.062873724,0.220343921,37.80059905,1.778160225,-55991.611,2048.959266,-46996.14777,471.6619533,7187.319406,471.0082251,8761.422861,567.8964963,8.093935967,0.334585668,81.57519517,2.971825101,0.180207691,0.012718214,0.0,4.454613546,97.72486944,1.525366964,57062.38629,5087.918224,3.600625667,1.623290008,0.138871796382,0.408396138192,1.09943371728,1.67097107296,2.23113930394
221,306 KR,306,CONGER,2,2011-10-05 13:10:00,"C 20111005 130-1, 2 1310","C 20111005 130-1, 2 1310",,2,2 square unleached HDPE vials,regular,James DeWolf,2007-10-24 00:00:00,,,,2011-10-05 13:10:00,306,0.68340442,0.12393608,543.1049887,1174.143066,17211.65153,586.025443,5.324933836,0.056171989,45.43763456,1.52290006,1.326382768,0.875007055,45729.08689,1982.71997,9256.292587,187.6614974,1907.629485,47.96278077,2033.224755,21.06039689,8052.382029,314.4323908,17394.31062,504.0415196,1491.508823,0.595490909,497.4748023,0.585671261,513.4272004,20.10050598,1.008629012,0.054137857,5.900205429,0.883264063,-34564.01853,450.3926909,-28538.13192,521.5202923,4459.80933,39.22322223,5402.339562,26.55764997,5.351223236,0.088059299,44.6614626,0.480232178,0.058490992,0.016862352,0.0,1.769864977,63.47170956,0.679107498,38907.05151,3967.457502,4.541069758,1.067914857,0.0571041338566,0.224927909864,0.69716396965,1.0513117076,1.52126571404
223,308 KR,308,CONGER,2,2011-10-06 11:30:00,"C 20111006 C131-1, 2 1130","C 20111006 C131-1, 2 1130",,2,2 square unleached HDPE vials,regular,James DeWolf,2007-10-24 00:00:00,,,,2011-10-06 11:30:00,308,1.070267504,0.065068429,-257.9100669,796.1389753,23206.59492,1925.781299,7.428858099,0.483934664,62.53444839,2.362695007,1.756719501,1.079348743,79259.1215,5324.876682,12980.79886,664.9907816,1678.798341,8.454158947,2090.55544,233.1752271,8775.026675,431.4833715,19406.94274,820.0991351,1869.703127,0.822080499,438.2169549,7.41427717,427.9679518,29.81943195,1.318133326,0.136245359,16.27791412,0.424571619,-32311.78825,1097.704922,-25983.3827,1485.915599,6092.648895,365.9420764,7458.323586,22.23154145,6.273242942,0.058755782,55.57369401,1.808790991,1.208003881,0.08445466,-2.16e-14,9.478521024,74.7169926,1.844119579,52794.3596,319.6532975,2.608097404,0.350111664,0.0587142948101,0.315433412298,0.777830265019,1.82216720328,2.06425946036
225,310 KR,310,CONGER,2,2011-10-10 17:05:00,"C 20111010 C132-1, 2, 3 1705","C 20111010 C132-1, 2, 3 1705",,3,2 leached HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2007-10-24 00:00:00,,,,2011-10-10 17:05:00,310,0.361338467,0.029652442,1905.16637,1213.324861,5674.589268,278.2026062,3.482141296,0.204334088,16.02784116,0.539490485,0.212999341,0.987800254,24106.54619,121.4605603,3856.216118,82.83793024,833.6332863,6.635581081,1504.657358,29.60115947,10164.97495,270.3638674,6238.749494,92.91172017,587.4771829,2.709369748,253.3925498,6.497792119,279.1607986,0.485080084,0.424469856,0.037356069,2.734968225,0.412551784,-13704.00646,250.3285679,-11352.17495,101.1471044,2474.434104,84.20696978,2810.740443,71.9547175,3.403329627,0.054243735,17.00917472,0.083263638,0.050983044,0.029580566,0.0,1.111535256,25.95289151,0.014164582,24113.96769,1640.155723,-0.20540331,0.599696217,0.0422590542281,0.0937060516674,0.25004907972,0.554209496908,0.942856136679
227,312 KR,312,CONGER,2,2011-11-06 13:50:00,"C 20111106 C133-1, 2, 3 1350","C 20111106 C133-1, 2, 3 1330",,3,2 leached HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2007-11-13 00:00:00,,,,2011-11-06 13:50:00,312,3.599860242,0.15140235,-895.8826216,1859.652484,41806.246,2311.711639,12.82712717,0.351440762,165.6406144,4.049958966,0.192666786,0.910004712,70331.2783,2978.40151,29749.36265,1577.027833,3243.41259,196.2437207,11607.42977,1026.947354,120227.0089,5822.939888,39452.15265,3306.392749,3868.471471,29.55617569,842.4457765,38.82369709,763.2302529,71.02525265,2.048387459,0.291263565,10.17430315,0.74522982,-38693.70328,160.119338,-34691.73126,4721.214425,7663.393174,505.9979398,10158.71896,1017.554599,12.00784047,0.201207564,181.423586,14.30625696,0.563434939,0.063448171,0.0,5.877253815,95.25374255,0.579707793,181742.2135,8739.586693,-0.636986885,2.851899682,0.326000468805,0.722909512395,1.58124227821,1.61691608812,7.10612054785
229,314 KR,314,CONGER,2,2011-11-19 11:00:00,"C 20111119 C134-1, 2, 3 1100","C 20111119 C134-1, 2, 3 1100",,3,2 leached HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2007-11-30 00:00:00,,,,2011-11-19 11:00:00,314,3.472969615,0.255265396,-2781.810235,1805.565473,37619.88164,2638.280277,17.54670373,1.003580376,137.2658403,7.193688461,0.32111131,0.608578572,125898.6566,13780.66751,35231.93783,2115.979406,3083.718184,279.0371129,8122.538915,306.917482,156360.341,6655.722975,35119.49862,51.42728172,7232.858861,759.7080499,718.4404003,43.7801791,702.4756434,56.93627485,2.22751552,0.263293919,12.4710944,1.76614039,-59513.94361,4720.546983,-50609.18422,503.179848,14461.0491,1327.333729,17515.10695,1286.230845,15.3750126,1.075305184,128.0959583,5.943199044,0.33655274,0.135184616,0.0,5.616240722,153.1173169,6.704279767,236690.851,3965.337421,2.372948967,1.937499133,0.228125566697,0.856136089269,1.40758950469,2.89441011523,9.2546122741
231,316 KR,316,CONGER,2,2011-11-22 14:20:00,"C 20111122 C135-1, 2, 3 1420","C 20111122 C135-1, 2, 3 1420",,3,2 leached HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2007-11-30 00:00:00,,,,2011-11-22 14:20:00,316,2.036931003,0.150408636,-2060.297402,2390.214093,31752.94816,2736.495217,10.79125825,0.864555085,120.7305798,4.871787908,0.449555834,0.377479182,86301.58167,5265.705932,26854.39877,1628.911943,3021.861826,233.6002526,4918.727429,279.629069,81550.99667,5002.627111,29710.57144,2886.685849,6506.799008,606.1361635,579.7754407,39.13835866,562.3576479,31.61249583,1.566524571,0.076513573,10.17867004,0.906140525,-58834.90567,1776.704414,-49334.15996,1166.511104,9079.627141,224.2384214,11158.18496,722.8648508,10.20512756,0.547693137,123.6076324,1.778513305,0.114438924,0.029580566,-2.16e-14,9.595649906,163.1672985,15.12408353,132361.4683,16802.54655,6.977749921,0.862156163,0.138144919207,0.652561890111,1.19079970332,1.98407336259,5.17533341053
233,318 KR,318,CONGER,2,2011-11-25 12:05:00,"C 20111125 C136-1, 2, 3 1205","C 20111125 C136-1, 2, 3 1205",,3,2 leached HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2008-01-22 00:00:00,,,,2011-11-25 12:05:00,318,0.434717411,0.009142174,1542.386931,789.0630016,5997.321463,329.2452768,3.616956738,0.117085737,21.13120519,0.73963518,2.338515656,0.569226308,18744.18764,1293.067685,5047.083992,613.7181385,858.4370279,12.8343781,1273.254937,69.48091502,21833.94825,84.1058005,5581.241202,112.0792144,1362.085652,28.72151789,316.5786122,18.0347697,289.559785,0.0,0.553090603,0.012989293,2.934295322,0.412551784,-12807.87247,496.7822751,-10786.58518,490.9257581,2366.676266,15.53677984,3022.502513,85.51238427,3.50790555,0.168681156,21.81791622,0.477475104,0.090678396,0.025293527,0.0,0.172423228,33.37978436,0.88090326,39355.288,3446.997766,0.55480102,2.690957262,0.0357600015331,0.122644141006,0.223696147376,0.430928873844,1.5387917608
235,320 KR,320,CONGER,2,2011-12-15 10:30:00,"C 20111215 C137-1, 2, 3 1030","C 20111215 C137-1, 2, 3 1030",,3,2 leached HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2008-01-22 00:00:00,,,,2011-12-15 10:30:00,320,1.181807356,0.090587019,718.124438,1548.712966,12769.64358,954.618249,5.941562858,0.34755558,46.56505209,2.116624063,0.706444883,0.993221363,46097.60102,3033.88099,12427.77282,417.9399824,2287.575048,16.11715518,4286.940658,342.7616228,25304.37184,943.1909601,12558.00416,568.1902249,2980.713333,7.14836676,511.6130655,2.238411231,523.2269694,17.97828061,0.892650075,0.0,6.137214037,0.022488725,-33082.44598,757.3447051,-25989.81983,1571.052571,5446.581467,237.8145541,6931.930104,379.9490091,6.609978242,0.09534799,54.86499863,0.353206256,0.122880874,0.012718214,0.0,2.677762455,60.04367354,1.93747705,65950.19165,2703.763701,1.746533214,0.197587771,0.12040087185,0.301994879526,0.503324806733,1.05978384745,2.57865249351
237,322 KR,322,CONGER,2,2011-12-31 12:30:00,"C 20111231 C138-1, 2, 3 1230","C 20111231 C138-1, 2, 3 1230",,3,2 leached HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2008-01-22 00:00:00,,,,2011-12-31 12:30:00,322,0.717658438,0.044597909,56.77259145,1226.332079,11728.40262,663.5360652,5.575039629,0.23048004,39.3897992,1.068197587,1.666432091,0.979481542,35648.73429,2722.783737,8670.988758,741.8544525,1555.517069,53.67209669,2257.224973,87.40859736,12098.81798,368.2483232,11939.57464,112.3441214,2439.330568,116.4548677,394.9793818,28.12724825,402.9219714,18.2294828,0.794980017,0.089692491,5.328777055,0.516077466,-33997.42093,346.0248559,-27513.70207,593.0228284,5825.164456,135.392581,7180.796504,376.6692341,5.495598492,0.485764047,42.89455133,0.177505443,0.125860098,0.033724703,0.0,0.884709527,62.44354018,2.418924248,52840.72138,1577.40452,2.173318466,0.497188276,0.0633952919792,0.210705026819,0.478538151571,0.819564401327,2.06607220596
240,328 KR,328,CONGER,2,2012-01-21 12:00:00,"C 20120121 C141-1, 2, 3 1200","C 20120121 C141-1, 2, 3 1100",,3,2 leached HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2008-01-22 00:00:00,,,,2012-01-21 12:00:00,328,0.290865653,0.0361737929093,1792.2503184,417.036813316,3960.8749495,147.660858162,1.9015652325,0.0836267877812,12.63873514,0.303582143963,-0.669521592,1.33351296451,14834.258315,166.619787545,2296.2180675,102.210288942,820.5923319,17.8096795241,1645.858042,60.6765545293,1250.308225,33.1474301303,3893.397808,68.8438658212,427.8659497,8.80978255257,458.67183355,11.2721993979,464.44258075,6.66501567544,0.59781223,0.0556620013621,4.2981473485,0.399251657589,-9504.320338,216.096759135,-7768.4055105,163.776021853,1257.378507,18.4288885045,1537.2814935,9.8466627049,2.0527760695,0.0433720212149,15.16153387,2.01687569624,0.097684442,0.0573465611231,17.744652195,2.28220253686,28.316975655,0.624351166633,11383.43935,239.423627382,-5.338971299,1.0077471525,0.0462247460386,0.0557980990403,0.156047384145,0.341039598662,0.445092478585
242,330 KR,330,CONGER,2,2011-03-23 14:45:00,"C 20110323 C107-1, 2, 3 1445","C 20110323 C107-1, 2, 3 1445",,3,2 leached HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2011-05-10 00:00:00,,,,2011-03-23 14:45:00,330,0.79492953,0.021098196,257.1208246,12.89217473,10280.412,146.5158036,3.022953906,0.085317679,27.04358723,0.586694938,0.910248314,0.678294955,62717.1362,1683.902674,7266.31707,403.5097414,918.8269161,15.79138303,2576.747075,57.9335159,574.7585949,2.725843397,9394.947441,40.18058823,701.1002327,16.08283368,374.753818,12.28984291,370.8669002,11.09746768,0.579615392,0.010918758,3.678877091,0.088742401,-21957.00827,1375.236328,-17991.0034,72.58552845,3083.582634,11.70136606,3473.435816,39.85331054,3.172334856,0.139413968,28.97461423,0.62716244,1.20663572,0.190266261,52.41283905,7.595540464,35.76430009,1.377885287,19256.82875,1772.809244,3.421883452,2.66421606,0.0723692299749,0.176571504801,0.376549493435,1.44186696124,0.752942004125
244,332 KR,332,CONGER,2,2011-03-24 12:30:00,"C 20110324 C108-1, 2, 3 1230 SNOW MELT","C 20110324 C108-1, 2, 3 1230 SNOW MELT",,3,2 leached HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2011-05-10 00:00:00,,,,2011-03-24 12:30:00,332,0.475661161,0.065458505,173.8093766,1.39128865,3725.395108,86.41617152,1.631500032,0.051753617,9.996359334,0.098471896,0.726438516,2.153086047,29785.88602,58.80190627,2594.721645,49.21182995,869.5823787,14.48784905,1490.432138,18.5470985,305.9472272,1.443093563,3523.173253,49.73520794,279.4386162,0.877734008,520.9244798,15.61408261,518.1041769,10.64582656,0.411606067,0.021837517,2.505230829,0.070993921,-12793.38453,1064.808512,-10765.6184,57.27965376,1382.350451,1.136054957,1596.509687,6.304045919,1.765974139,0.146270393,11.61083464,0.439165932,0.488083589,0.041262563,52.41283905,8.534949774,16.59360246,0.239648949,9834.276886,903.4980594,5.714693927,1.064696009,0.0418595318118,0.0630517359735,0.14120878398,0.6847775196,0.384520226243
246,334 KR,334,CONGER,2,2011-03-25 12:55:00,"C 20110326 C109-1, 2, 3 1255/1225 SNOW MELT","C 20110326 C109-1, 2, 3 1255 SNOW MELT",,3,2 leached HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2011-05-10 00:00:00,,,,2011-03-25 12:55:00,334,0.897438784,0.079523969,283.1014339,13.50980287,8996.138224,297.9277075,2.593645219,0.148764582,25.50884601,0.526500519,0.542628717,0.636947512,91139.84467,713.496256,9339.781247,259.4867543,1173.903231,21.47372706,2773.102874,43.08118364,340.0780103,1.362921698,8542.257367,1.706182091,700.5635409,5.678401646,601.2086701,0.54974898,601.2468334,0.258080644,0.806990249,0.072336775,2.419718059,0.212981763,-11976.02117,398.280604,-10037.86297,164.2329745,2308.466689,43.30374189,2745.978176,6.048821388,2.6600332,0.042662198,28.16252054,0.363815105,0.51106024,0.100864042,52.41283905,14.96514704,31.51079926,0.438907625,16410.67476,1973.338611,-0.802236063,3.362458558,0.0778839807677,0.226956684302,0.342373675269,2.09530502896,0.641657383116
248,336 KR,336,CONGER,2,2011-03-26 13:00:00,"C 20110326 C110-1, 2, 3 1300","C 20110326 C110-1, 2, 3 1300",,3,2 leached HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2011-05-10 00:00:00,,,,2011-03-26 13:00:00,336,0.442768103,0.090343556,225.2688112,9.752023246,4712.679041,78.58241093,1.87872947,0.073119127,12.96489266,0.211760879,0.358818919,2.628844163,50975.74311,428.3259067,3998.16764,235.7669249,997.542669,4.788492158,1845.895656,86.4973036,427.8644335,11.62492037,4646.168511,60.2282278,598.7410011,11.42099132,451.3834354,6.896850846,446.6019706,6.7746169,0.93209351,0.050499258,2.831522542,0.195233282,-13801.3344,164.3922597,-10662.00558,131.9310058,1448.097807,6.168110149,1710.71646,17.98056822,1.940196643,0.065516947,14.95262475,0.187235389,0.194696681,0.05501675,52.41283905,9.376256213,22.85382933,0.248881011,10725.77549,798.9536029,2.703832655,0.381309733,0.0518429024466,0.097155473652,0.186218433921,1.1719323341,0.419377821659
250,338 KR,338,CONGER,2,2011-03-27 11:10:00,"C 20110327 C111-1, 2, 3 1110","C 20110327 C111-1, 2, 3 1110",,3,2 leached HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2011-05-10 00:00:00,,,,2011-03-27 11:10:00,338,0.648984211,0.071409278,246.6827987,10.52568376,7375.884779,131.2154899,2.444439008,0.044824263,20.61350125,0.574594316,0.175009121,2.622412339,60389.48611,2414.60839,6255.767574,246.263631,1073.965582,6.645363006,1811.594517,7.829136386,638.8268543,0.320687458,7023.060491,223.1686174,574.0217012,22.15531999,531.4696724,20.31799538,516.1019302,11.74266929,0.569091131,0.053228948,2.864505664,0.420047365,-18747.63396,345.445223,-15704.18758,569.6978022,2522.142586,18.62461862,2979.234395,3.777323061,2.488962874,0.139413968,23.55139057,0.14232934,0.177921993,0.114618229,52.41283905,2.559593088,30.87071734,0.90397276,15266.54145,1420.234646,5.120444992,3.461500048,0.0508795378072,0.152015152048,0.281484264479,1.38835428567,0.596921770695
254,343 KR,343,CONGER,2,2011-04-15 14:40:00,"C 20110415 C114-1, 2, 3 1440","C 20110415 C114-1, 2, 3 1440",,3,2 leached HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2011-05-10 00:00:00,,,,2011-04-15 14:40:00,343,1.989601439,0.061671649,673.1008834,21.94855365,24925.3425,122.1577042,6.675532058,0.241805604,74.96061033,1.508503011,0.11138344,2.033900402,190442.1662,2526.522373,23861.59656,457.2201597,1935.753813,13.9823971,3526.001119,19.02856945,1771.389785,18.19901327,22942.50999,394.5546084,2177.598196,29.09956932,589.2226992,17.74038446,573.7151684,4.580931428,1.477987035,0.013648448,10.81428485,0.579783687,-57858.38779,68.65806114,-49363.14466,623.2840138,9095.452092,67.62200065,10703.85798,41.79301697,6.528725173,0.006856425,78.85385729,3.480599318,0.144868756,0.121495323,52.41283905,1.703422578,97.62817336,2.975032053,45485.18881,3212.428994,2.208042612,0.718050797,0.0990295044277,0.579836796408,0.919535800399,4.37826540094,1.77847088247
256,345 KR,345,CONGER,2,2011-04-18 13:10:00,"C 20110418 C115-1, 2, 3 1310","C 20110418 C115-1, 2, 3 1310",,3,2 leached HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2011-05-10 00:00:00,,,,2011-04-18 13:10:00,345,1.206330244,0.024885051,651.3578648,29.32758458,19074.01173,492.4252947,5.915426008,0.183122632,53.47609649,1.632349169,0.171980301,1.376147907,106466.7634,455.5783017,15488.68828,576.4327505,2651.600852,33.10444245,3925.354757,9.074680811,1526.293228,9.540451889,18079.91944,346.013728,1518.249289,13.52128341,787.3795472,7.811584687,792.8063906,7.677899153,1.544127732,0.00272969,15.2316736,1.224645136,-78881.17362,99.26586869,-64301.29716,564.3141408,9294.639839,81.44845774,10809.52705,121.9973259,6.180880541,0.185123466,59.19534893,2.22322996,2.091576998,0.093986948,52.41283905,0.344846456,77.13793128,2.059519215,45150.2478,4952.205746,-1.893148936,2.515653826,0.110245551028,0.376375125204,0.724643171155,2.44767089057,1.76537468898
